Time (Sec);S4;S11;S14;S17;S45;S46;S47;S48;S6;S73;S75;S76;S77;S78;S79;S80;S81;S82;S83;S84;S85;S86;
12.000000000000004;100.0;99.96191839999997;99.91614719999998;99.88914879999999;99.90426559999996;99.92712959999994;99.93742559999995;99.94108639999996;99.95871999999997;99.94451839999996;99.95895999999998;99.94404479999997;99.96535039999998;99.94085759999996;99.95801279999998;99.95871519999997;99.94865279999998;99.94427359999997;99.93765439999996;99.95138239999997;99.94795039999997;99.92735839999995;
13.037429333333327;100.0;99.96191839999997;99.91614719999998;99.88914879999999;99.90426559999996;99.92712959999994;99.93742559999995;99.94108639999996;99.95871999999997;99.94451839999996;99.95895999999998;99.94404479999997;99.96535039999998;99.94085759999996;99.95801279999998;99.95871519999997;99.94865279999998;99.94427359999997;99.93765439999996;99.95138239999997;99.94795039999997;99.92735839999995;
14.037429333333323;100.0;99.96191839999997;99.91614719999998;99.88914879999999;99.90426559999996;99.92712959999994;99.93742559999995;99.94108639999996;99.95871999999997;99.94451839999996;99.95895999999998;99.94404479999997;99.96535039999998;99.94085759999996;99.95801279999998;99.95871519999997;99.94865279999998;99.94427359999997;99.93765439999996;99.95138239999997;99.94795039999997;99.92735839999995;
15.037429333333321;100.0;99.96191839999997;99.91614719999998;99.88914879999999;99.90426559999996;99.92712959999994;99.93742559999995;99.94108639999996;99.95871999999997;99.94451839999996;99.95895999999998;99.94404479999997;99.96535039999998;99.94085759999996;99.95801279999998;99.95871519999997;99.94865279999998;99.94427359999997;99.93765439999996;99.95138239999997;99.94795039999997;99.92735839999995;
16.037429333333318;100.0;99.94795039999997;99.91614719999998;99.88914879999999;99.90426559999996;99.92712959999994;99.93742559999995;99.94108639999996;99.95871999999997;99.94108639999996;99.94155999999997;99.93718079999996;99.95138239999997;99.94085759999996;99.94404479999997;99.95161119999997;99.94522079999997;99.94084159999997;99.93079039999995;99.94108639999996;99.93422239999995;99.91706239999993;
17.03742933333333;100.0;99.94795039999997;99.91604719999998;99.88904879999998;99.90416559999996;99.92702959999994;99.93732559999995;99.94108639999996;99.95871999999997;99.94108639999996;99.94155999999997;99.93718079999996;99.95138239999997;99.94075759999996;99.94404479999997;99.95161119999997;99.94522079999997;99.94084159999997;99.93079039999995;99.94108639999996;99.93422239999995;99.91706239999993;
18.000000000000014;100.0;99.94785039999996;99.91604719999998;99.88904879999998;99.90416559999996;99.92702959999994;99.93732559999995;99.94098639999996;99.95861999999997;99.94098639999996;99.94145999999996;99.93708079999996;99.95128239999997;99.94075759999996;99.94394479999997;99.95151119999997;99.94512079999997;99.94074159999997;99.93069039999995;99.94098639999996;99.93412239999995;99.91696239999993;
19.037429333333353;100.0;99.94785039999996;99.91604719999998;99.88904879999998;99.90416559999996;99.92702959999994;99.93732559999995;99.94098639999996;99.95861999999997;99.94098639999996;99.94145999999996;99.93708079999996;99.95128239999997;99.94075759999996;99.94394479999997;99.95151119999997;99.94512079999997;99.94074159999997;99.93069039999995;99.94098639999996;99.93412239999995;99.91696239999993;
20.037429333333364;100.0;99.94785039999996;99.91604719999998;99.88904879999998;99.90416559999996;99.92702959999994;99.93732559999995;99.94098639999996;99.95861999999997;99.94098639999996;99.94145999999996;99.93708079999996;99.95128239999997;99.94075759999996;99.94394479999997;99.95151119999997;99.94512079999997;99.94074159999997;99.93069039999995;99.94098639999996;99.93412239999995;99.91696239999993;
21.037429333333375;100.0;99.94785039999996;99.91604719999998;99.88904879999998;99.90416559999996;99.92702959999994;99.93732559999995;99.94098639999996;99.95861999999997;99.94098639999996;99.94145999999996;99.93708079999996;99.95128239999997;99.94075759999996;99.94394479999997;99.95151119999997;99.94512079999997;99.94074159999997;99.93069039999995;99.94098639999996;99.93412239999995;99.91696239999993;
22.037429333333385;100.0;99.94785039999996;99.91604719999998;99.88904879999998;99.90416559999996;99.92702959999994;99.93732559999995;99.94098639999996;99.95861999999997;99.94098639999996;99.94145999999996;99.93708079999996;99.95128239999997;99.94075759999996;99.94394479999997;99.95151119999997;99.94512079999997;99.94074159999997;99.93069039999995;99.94098639999996;99.93412239999995;99.91696239999993;
23.0374293333334;100.0;99.94785039999996;99.91594719999998;99.88894879999998;99.90406559999995;99.92692959999994;99.93722559999995;99.94098639999996;99.95861999999997;99.94098639999996;99.94145999999996;99.93708079999996;99.95128239999997;99.94065759999995;99.94394479999997;99.95151119999997;99.94512079999997;99.94074159999997;99.93069039999995;99.94098639999996;99.93412239999995;99.91696239999993;
24.00000000000009;100.0;99.94775039999996;99.91594719999998;99.88894879999998;99.90406559999995;99.92692959999994;99.93722559999995;99.94088639999995;99.95851999999996;99.94088639999995;99.94135999999996;99.93698079999996;99.95118239999996;99.94065759999995;99.94384479999997;99.95141119999997;99.94502079999997;99.94064159999996;99.93059039999994;99.94088639999995;99.93402239999995;99.91686239999993;
25.037429333333428;100.0;99.94775039999996;99.91594719999998;99.88894879999998;99.90406559999995;99.92692959999994;99.93722559999995;99.94088639999995;99.95851999999996;99.94088639999995;99.94135999999996;99.93698079999996;99.95118239999996;99.94065759999995;99.94384479999997;99.95141119999997;99.94502079999997;99.94064159999996;99.93059039999994;99.94088639999995;99.93402239999995;99.91686239999993;
26.037429333333442;100.0;99.94775039999996;99.91594719999998;99.88894879999998;99.90406559999995;99.92692959999994;99.93722559999995;99.94088639999995;99.95851999999996;99.94088639999995;99.94135999999996;99.93698079999996;99.95118239999996;99.94065759999995;99.94384479999997;99.95141119999997;99.94502079999997;99.94064159999996;99.93059039999994;99.94088639999995;99.93402239999995;99.91686239999993;
27.037429333333456;100.0;99.94775039999996;99.91594719999998;99.88894879999998;99.90406559999995;99.92692959999994;99.93722559999995;99.94088639999995;99.95851999999996;99.94088639999995;99.94135999999996;99.93698079999996;99.95118239999996;99.94065759999995;99.94384479999997;99.95141119999997;99.94502079999997;99.94064159999996;99.93059039999994;99.94088639999995;99.93402239999995;99.91686239999993;
28.037429333333467;100.0;99.94775039999996;99.91594719999998;99.88894879999998;99.90406559999995;99.92692959999994;99.93722559999995;99.94088639999995;99.95851999999996;99.94088639999995;99.94135999999996;99.93698079999996;99.95118239999996;99.94065759999995;99.94384479999997;99.95141119999997;99.94502079999997;99.94064159999996;99.93059039999994;99.94088639999995;99.93402239999995;99.91686239999993;
29.037429333333474;100.0;99.94775039999996;99.91584719999997;99.88884879999998;99.90396559999995;99.92682959999993;99.93712559999994;99.94088639999995;99.95851999999996;99.94088639999995;99.94135999999996;99.93698079999996;99.95118239999996;99.94055759999995;99.94384479999997;99.95141119999997;99.94502079999997;99.94064159999996;99.93059039999994;99.94088639999995;99.93402239999995;99.91686239999993;
30.000000000000156;100.0;99.92349679999995;99.85668719999998;99.80612239999999;99.85694799999996;99.90267599999993;99.91297199999994;99.89352399999996;99.92259759999996;99.89306639999995;99.91757999999996;99.91225359999996;99.92692879999996;99.91640399999994;99.91911759999996;99.92715759999996;99.92124079999996;99.91591439999996;99.90633679999993;99.91663279999995;99.90976879999994;99.89260879999992;
31.03742933333349;100.0;99.92349679999995;99.85668719999998;99.80612239999999;99.85694799999996;99.90267599999993;99.91297199999994;99.89352399999996;99.92259759999996;99.89306639999995;99.91757999999996;99.91225359999996;99.92692879999996;99.91640399999994;99.91911759999996;99.92715759999996;99.92124079999996;99.91591439999996;99.90633679999993;99.91663279999995;99.90976879999994;99.89260879999992;
32.0374293333335;100.0;99.92349679999995;99.85668719999998;99.80612239999999;99.85694799999996;99.90267599999993;99.91297199999994;99.89352399999996;99.92259759999996;99.89306639999995;99.91757999999996;99.91225359999996;99.92692879999996;99.91640399999994;99.91911759999996;99.92715759999996;99.92124079999996;99.91591439999996;99.90633679999993;99.91663279999995;99.90976879999994;99.89260879999992;
33.03742933333351;100.0;99.92349679999995;99.85668719999998;99.80612239999999;99.85694799999996;99.90267599999993;99.91297199999994;99.89352399999996;99.92259759999996;99.89306639999995;99.91757999999996;99.91225359999996;99.92692879999996;99.91640399999994;99.91911759999996;99.92715759999996;99.92124079999996;99.91591439999996;99.90633679999993;99.91663279999995;99.90976879999994;99.89260879999992;
34.03742933333353;100.0;99.92349679999995;99.85668719999998;99.80612239999999;99.85694799999996;99.90267599999993;99.91297199999994;99.89352399999996;99.92259759999996;99.89306639999995;99.91757999999996;99.91225359999996;99.92692879999996;99.91640399999994;99.91911759999996;99.92715759999996;99.92124079999996;99.91591439999996;99.90633679999993;99.91663279999995;99.90976879999994;99.89260879999992;
35.03742933333354;100.0;99.92349679999995;99.83243359999997;99.7943536;99.85684799999996;99.90257599999993;99.91287199999994;99.89352399999996;99.89844399999996;99.89306639999995;99.91757999999996;99.91225359999996;99.92692879999996;99.91630399999994;99.91911759999996;99.92715759999996;99.92124079999996;99.91591439999996;99.90633679999993;99.91663279999995;99.90976879999994;99.89260879999992;
36.000000000000234;100.0;99.92339679999995;99.83243359999997;99.7943536;99.85684799999996;99.90257599999993;99.91287199999994;99.89342399999995;99.89834399999995;99.89296639999995;99.91747999999995;99.91215359999995;99.92682879999995;99.91630399999994;99.91901759999996;99.92705759999996;99.92114079999996;99.91581439999996;99.90623679999993;99.91653279999994;99.90966879999993;99.89250879999992;
37.03742933333357;100.0;99.92339679999995;99.83243359999997;99.7943536;99.85684799999996;99.90257599999993;99.91287199999994;99.89342399999995;99.89834399999995;99.89296639999995;99.91747999999995;99.91215359999995;99.92682879999995;99.91630399999994;99.91901759999996;99.92705759999996;99.92114079999996;99.91581439999996;99.90623679999993;99.91653279999994;99.90966879999993;99.89250879999992;
38.037429333333584;100.0;99.92339679999995;99.83243359999997;99.7943536;99.85684799999996;99.90257599999993;99.91287199999994;99.89342399999995;99.89834399999995;99.89296639999995;99.91747999999995;99.91215359999995;99.92682879999995;99.91630399999994;99.91901759999996;99.92705759999996;99.92114079999996;99.91581439999996;99.90623679999993;99.91653279999994;99.90966879999993;99.89250879999992;
39.0374293333336;100.0;99.92339679999995;99.83243359999997;99.7943536;99.85684799999996;99.90257599999993;99.91287199999994;99.89342399999995;99.89834399999995;99.89296639999995;99.91747999999995;99.91215359999995;99.92682879999995;99.91630399999994;99.91901759999996;99.92705759999996;99.92114079999996;99.91581439999996;99.90623679999993;99.91653279999994;99.90966879999993;99.89250879999992;
40.03742933333361;100.0;99.92339679999995;99.83243359999997;99.7943536;99.85684799999996;99.90257599999993;99.91287199999994;99.89342399999995;99.89834399999995;99.89296639999995;99.91747999999995;99.91215359999995;99.92682879999995;99.91630399999994;99.91901759999996;99.92705759999996;99.92114079999996;99.91581439999996;99.90623679999993;99.91653279999994;99.90966879999993;99.89250879999992;
41.03742933333363;100.0;99.92339679999995;99.80817999999996;99.77057359999999;99.85674799999995;99.90247599999992;99.91277199999993;99.89342399999995;99.89834399999995;99.89296639999995;99.91747999999995;99.91215359999995;99.92682879999995;99.91620399999994;99.91901759999996;99.92705759999996;99.92114079999996;99.91581439999996;99.90623679999993;99.91653279999994;99.90966879999993;99.89250879999992;
42.00000000000032;100.0;99.92329679999995;99.80817999999996;99.77057359999999;99.85674799999995;99.90247599999992;99.91277199999993;99.89332399999995;99.89824399999995;99.89286639999995;99.91737999999995;99.91205359999995;99.92672879999995;99.91620399999994;99.91891759999996;99.92695759999995;99.92104079999996;99.91571439999996;99.90613679999993;99.91643279999994;99.90956879999993;99.89240879999991;
43.037429333333655;100.0;99.92329679999995;99.80817999999996;99.77057359999999;99.85674799999995;99.90247599999992;99.91277199999993;99.89332399999995;99.89824399999995;99.89286639999995;99.91737999999995;99.91205359999995;99.92672879999995;99.91620399999994;99.91891759999996;99.92695759999995;99.92104079999996;99.91571439999996;99.90613679999993;99.91643279999994;99.90956879999993;99.89240879999991;
44.03742933333367;100.0;99.92329679999995;99.80817999999996;99.77057359999999;99.85674799999995;99.90247599999992;99.91277199999993;99.89332399999995;99.89824399999995;99.89286639999995;99.91737999999995;99.91205359999995;99.92672879999995;99.91620399999994;99.91891759999996;99.92695759999995;99.92104079999996;99.91571439999996;99.90613679999993;99.91643279999994;99.90956879999993;99.89240879999991;
45.037429333333684;100.0;99.92329679999995;99.80817999999996;99.77057359999999;99.85674799999995;99.90247599999992;99.91277199999993;99.89332399999995;99.89824399999995;99.89286639999995;99.91737999999995;99.91205359999995;99.92672879999995;99.91620399999994;99.91891759999996;99.92695759999995;99.92104079999996;99.91571439999996;99.90613679999993;99.91643279999994;99.90956879999993;99.89240879999991;
46.0374293333337;100.0;99.92329679999995;99.80817999999996;99.77057359999999;99.85674799999995;99.90247599999992;99.91277199999993;99.89332399999995;99.89824399999995;99.89286639999995;99.91737999999995;99.91205359999995;99.92672879999995;99.91620399999994;99.91891759999996;99.92695759999995;99.92104079999996;99.91571439999996;99.90613679999993;99.91643279999994;99.90956879999993;99.89240879999991;
47.03742933333371;100.0;99.92329679999995;99.78392639999996;99.74631999999998;99.85664799999995;99.90237599999992;99.91267199999993;99.89332399999995;99.89824399999995;99.89286639999995;99.91737999999995;99.91205359999995;99.92672879999995;99.91610399999993;99.91891759999996;99.92695759999995;99.92104079999996;99.91571439999996;99.90613679999993;99.91643279999994;99.90956879999993;99.89240879999991;
48.000000000000405;100.0;99.89904319999994;99.72476639999996;99.6635936;99.80963039999996;99.87822239999991;99.88851839999992;99.84596159999995;99.86232159999994;99.84504639999994;99.89359999999995;99.88732639999995;99.90247519999994;99.89195039999993;99.89419039999996;99.90270399999994;99.89726079999996;99.89098719999996;99.88188319999992;99.89217919999993;99.88531519999992;99.8681551999999;
49.03742933333374;100.0;99.89904319999994;99.72476639999996;99.6635936;99.80963039999996;99.87822239999991;99.88851839999992;99.84596159999995;99.86232159999994;99.84504639999994;99.89359999999995;99.88732639999995;99.90247519999994;99.89195039999993;99.89419039999996;99.90270399999994;99.89726079999996;99.89098719999996;99.88188319999992;99.89217919999993;99.88531519999992;99.8681551999999;
50.037429333333755;100.0;99.89904319999994;99.72476639999996;99.6635936;99.80963039999996;99.87822239999991;99.88851839999992;99.84596159999995;99.86232159999994;99.84504639999994;99.89359999999995;99.88732639999995;99.90247519999994;99.89195039999993;99.89419039999996;99.90270399999994;99.89726079999996;99.89098719999996;99.88188319999992;99.89217919999993;99.88531519999992;99.8681551999999;
51.03742933333377;100.0;99.89904319999994;99.72476639999996;99.6635936;99.80963039999996;99.87822239999991;99.88851839999992;99.84596159999995;99.86232159999994;99.84504639999994;99.89359999999995;99.88732639999995;99.90247519999994;99.89195039999993;99.89419039999996;99.90270399999994;99.89726079999996;99.89098719999996;99.88188319999992;99.89217919999993;99.88531519999992;99.8681551999999;
52.03742933333378;100.0;99.89904319999994;99.72476639999996;99.6635936;99.80963039999996;99.87822239999991;99.88851839999992;99.84596159999995;99.86232159999994;99.84504639999994;99.89359999999995;99.88732639999995;99.90247519999994;99.89195039999993;99.89419039999996;99.90270399999994;99.89726079999996;99.89098719999996;99.88188319999992;99.89217919999993;99.88531519999992;99.8681551999999;
53.0374293333338;100.0;99.89904319999994;99.70051279999996;99.6276712;99.80953039999996;99.87812239999991;99.88841839999992;99.84596159999995;99.83816799999994;99.84504639999994;99.89359999999995;99.88732639999995;99.90247519999994;99.89195039999993;99.89419039999996;99.90270399999994;99.89726079999996;99.89098719999996;99.88188319999992;99.89217919999993;99.88531519999992;99.8681551999999;
54.0000000000005;100.0;99.89894319999993;99.70051279999996;99.6276712;99.80953039999996;99.87812239999991;99.88841839999992;99.84586159999995;99.83806799999994;99.84494639999994;99.89349999999995;99.88722639999995;99.90237519999994;99.89185039999992;99.89409039999995;99.90260399999994;99.89716079999995;99.89088719999995;99.88178319999992;99.89207919999993;99.88521519999992;99.8680551999999;
55.037429333333826;100.0;99.89894319999993;99.70051279999996;99.6276712;99.80953039999996;99.87812239999991;99.88841839999992;99.84586159999995;99.83806799999994;99.84494639999994;99.89349999999995;99.88722639999995;99.90237519999994;99.89185039999992;99.89409039999995;99.90260399999994;99.89716079999995;99.89088719999995;99.88178319999992;99.89207919999993;99.88521519999992;99.8680551999999;
56.03742933333384;100.0;99.89894319999993;99.70051279999996;99.6276712;99.80953039999996;99.87812239999991;99.88841839999992;99.84586159999995;99.83806799999994;99.84494639999994;99.89349999999995;99.88722639999995;99.90237519999994;99.89185039999992;99.89409039999995;99.90260399999994;99.89716079999995;99.89088719999995;99.88178319999992;99.89207919999993;99.88521519999992;99.8680551999999;
57.037429333333854;100.0;99.89894319999993;99.70051279999996;99.6276712;99.80953039999996;99.87812239999991;99.88841839999992;99.84586159999995;99.83806799999994;99.84494639999994;99.89349999999995;99.88722639999995;99.90237519999994;99.89185039999992;99.89409039999995;99.90260399999994;99.89716079999995;99.89088719999995;99.88178319999992;99.89207919999993;99.88521519999992;99.8680551999999;
58.03742933333387;100.0;99.89894319999993;99.70051279999996;99.6276712;99.80953039999996;99.87812239999991;99.88841839999992;99.84586159999995;99.83806799999994;99.84494639999994;99.89349999999995;99.88722639999995;99.90237519999994;99.89185039999992;99.89409039999995;99.90260399999994;99.89716079999995;99.89088719999995;99.88178319999992;99.89207919999993;99.88521519999992;99.8680551999999;
59.037429333333876;100.0;99.89894319999993;99.66481919999995;99.602944;99.79776159999996;99.8780223999999;99.88841839999992;99.82218159999995;99.83806799999994;99.82079279999994;99.89349999999995;99.88722639999995;99.90237519999994;99.89185039999992;99.89409039999995;99.90260399999994;99.89716079999995;99.89088719999995;99.88178319999992;99.89207919999993;99.88521519999992;99.8680551999999;
60.000000000000576;100.0;99.89884319999993;99.66481919999995;99.602944;99.79776159999996;99.8780223999999;99.88831839999992;99.82208159999995;99.83796799999993;99.82069279999993;99.89339999999994;99.88712639999994;99.90227519999993;99.89175039999992;99.89399039999995;99.90250399999994;99.89706079999995;99.89078719999995;99.88168319999991;99.89197919999992;99.88511519999992;99.8679551999999;
61.037429333333904;100.0;99.89884319999993;99.66481919999995;99.602944;99.79776159999996;99.8780223999999;99.88831839999992;99.82208159999995;99.83796799999993;99.82069279999993;99.89339999999994;99.88712639999994;99.90227519999993;99.89175039999992;99.89399039999995;99.90250399999994;99.89706079999995;99.89078719999995;99.88168319999991;99.89197919999992;99.88511519999992;99.8679551999999;
62.03742933333392;100.0;99.89884319999993;99.66481919999995;99.602944;99.79776159999996;99.8780223999999;99.88831839999992;99.82208159999995;99.83796799999993;99.82069279999993;99.89339999999994;99.88712639999994;99.90227519999993;99.89175039999992;99.89399039999995;99.90250399999994;99.89706079999995;99.89078719999995;99.88168319999991;99.89197919999992;99.88511519999992;99.8679551999999;
63.03742933333393;100.0;99.89884319999993;99.66481919999995;99.602944;99.79776159999996;99.8780223999999;99.88831839999992;99.82208159999995;99.83796799999993;99.82069279999993;99.89339999999994;99.88712639999994;99.90227519999993;99.89175039999992;99.89399039999995;99.90250399999994;99.89706079999995;99.89078719999995;99.88168319999991;99.89197919999992;99.88511519999992;99.8679551999999;
64.03742933333395;100.0;99.89884319999993;99.66481919999995;99.602944;99.79776159999996;99.8780223999999;99.88831839999992;99.82208159999995;99.83796799999993;99.82069279999993;99.89339999999994;99.88712639999994;99.90227519999993;99.89175039999992;99.89399039999995;99.90250399999994;99.89706079999995;99.89078719999995;99.88168319999991;99.89197919999992;99.88511519999992;99.8679551999999;
65.03742933333395;100.0;99.89884319999993;99.62889679999995;99.57821679999999;99.78576399999996;99.8779223999999;99.88831839999992;99.79792799999994;99.83796799999993;99.79606559999993;99.89339999999994;99.88712639999994;99.90227519999993;99.89175039999992;99.89399039999995;99.90250399999994;99.89706079999995;99.89078719999995;99.88168319999991;99.89197919999992;99.88511519999992;99.8679551999999;
66.00000000000061;100.0;99.89874319999993;99.62889679999995;99.57821679999999;99.78576399999996;99.8779223999999;99.88821839999991;99.79782799999994;99.83786799999993;99.79596559999993;99.89329999999994;99.88702639999994;99.90217519999993;99.89165039999992;99.89389039999995;99.90240399999993;99.89696079999995;99.89068719999995;99.88158319999991;99.89187919999992;99.88501519999991;99.8678551999999;
67.03742933333388;100.0;99.89874319999993;99.62889679999995;99.57821679999999;99.78576399999996;99.8779223999999;99.88821839999991;99.79782799999994;99.83786799999993;99.79596559999993;99.89329999999994;99.88702639999994;99.90217519999993;99.89165039999992;99.89389039999995;99.90240399999993;99.89696079999995;99.89068719999995;99.88158319999991;99.89187919999992;99.88501519999991;99.8678551999999;
68.03742933333386;100.0;99.89874319999993;99.62889679999995;99.57821679999999;99.78576399999996;99.8779223999999;99.88821839999991;99.79782799999994;99.83786799999993;99.79596559999993;99.89329999999994;99.88702639999994;99.90217519999993;99.89165039999992;99.89389039999995;99.90240399999993;99.89696079999995;99.89068719999995;99.88158319999991;99.89187919999992;99.88501519999991;99.8678551999999;
69.03742933333385;100.0;99.89874319999993;99.62889679999995;99.57821679999999;99.78576399999996;99.8779223999999;99.88821839999991;99.79782799999994;99.83786799999993;99.79596559999993;99.89329999999994;99.88702639999994;99.90217519999993;99.89165039999992;99.89389039999995;99.90240399999993;99.89696079999995;99.89068719999995;99.88158319999991;99.89187919999992;99.88501519999991;99.8678551999999;
70.03742933333383;100.0;99.89874319999993;99.62889679999995;99.57821679999999;99.78576399999996;99.8779223999999;99.88821839999991;99.79782799999994;99.83786799999993;99.79596559999993;99.89329999999994;99.88702639999994;99.90217519999993;99.89165039999992;99.89389039999995;99.90240399999993;99.89696079999995;99.89068719999995;99.88158319999991;99.89187919999992;99.88501519999991;99.8678551999999;
71.0374293333338;100.0;99.89874319999993;99.59320319999995;99.55443679999999;99.77376639999996;99.8778223999999;99.88821839999991;99.77414799999994;99.83786799999993;99.77133839999993;99.89329999999994;99.88702639999994;99.90217519999993;99.89165039999992;99.89389039999995;99.90240399999993;99.89696079999995;99.89068719999995;99.88158319999991;99.89187919999992;99.88501519999991;99.8678551999999;
72.00000000000045;100.0;99.89864319999992;99.59320319999995;99.55443679999999;99.77376639999996;99.8778223999999;99.88811839999991;99.77404799999994;99.83776799999993;99.77123839999993;99.89319999999994;99.88692639999994;99.90207519999993;99.89155039999991;99.89379039999994;99.90230399999993;99.89686079999994;99.89058719999994;99.8814831999999;99.89177919999992;99.88491519999991;99.86775519999989;
73.03742933333373;100.0;99.89864319999992;99.59320319999995;99.55443679999999;99.77376639999996;99.8778223999999;99.88811839999991;99.77404799999994;99.83776799999993;99.77123839999993;99.89319999999994;99.88692639999994;99.90207519999993;99.89155039999991;99.89379039999994;99.90230399999993;99.89686079999994;99.89058719999994;99.8814831999999;99.89177919999992;99.88491519999991;99.86775519999989;
74.0374293333337;100.0;99.89864319999992;99.59320319999995;99.55443679999999;99.77376639999996;99.8778223999999;99.88811839999991;99.77404799999994;99.83776799999993;99.77123839999993;99.89319999999994;99.88692639999994;99.90207519999993;99.89155039999991;99.89379039999994;99.90230399999993;99.89686079999994;99.89058719999994;99.8814831999999;99.89177919999992;99.88491519999991;99.86775519999989;
75.03742933333368;100.0;99.89864319999992;99.59320319999995;99.55443679999999;99.77376639999996;99.8778223999999;99.88811839999991;99.77404799999994;99.83776799999993;99.77123839999993;99.89319999999994;99.88692639999994;99.90207519999993;99.89155039999991;99.89379039999994;99.90230399999993;99.89686079999994;99.89058719999994;99.8814831999999;99.89177919999992;99.88491519999991;99.86775519999989;
76.03742933333365;100.0;99.89864319999992;99.59320319999995;99.55443679999999;99.77376639999996;99.8778223999999;99.88811839999991;99.77404799999994;99.83776799999993;99.77123839999993;99.89319999999994;99.88692639999994;99.90207519999993;99.89155039999991;99.89379039999994;99.90230399999993;99.89686079999994;99.89058719999994;99.8814831999999;99.89177919999992;99.88491519999991;99.86775519999989;
77.03742933333362;100.0;99.89864319999992;99.55728079999994;99.53018319999998;99.73784399999995;99.8778223999999;99.88811839999991;99.74989439999993;99.83776799999993;99.74708479999993;99.89319999999994;99.88692639999994;99.90207519999993;99.89155039999991;99.89379039999994;99.90230399999993;99.89686079999994;99.89058719999994;99.8814831999999;99.89177919999992;99.88491519999991;99.86775519999989;
78.00000000000028;100.0;99.87438959999992;99.49812079999995;99.4474568;99.69082639999996;99.85356879999989;99.8638647999999;99.70253199999993;99.80184559999992;99.69926479999992;99.86941999999993;99.86219919999994;99.87782159999992;99.8672967999999;99.86906319999994;99.87805039999992;99.87308079999994;99.86585999999994;99.8572295999999;99.86752559999991;99.8606615999999;99.84350159999988;
